code,name
000530,冰山冷热
000532,华金资本
000540,中天金融
000543,楚天高速
000582,北部湾港
000587,金洲管道
000591,太阳能
000593,德龙汇能
000599,青岛双星
000612,焦作万方
000615,海峡创新
000619,海螺新材
000623,吉林敖东
000625,长安汽车
000631,顺发恒业
000636,风华高科
000656,金科股份
000661,长春高新
000667,美好置业
000671,阳光城
000680,山推股份
000681,视觉中国
000682,东方电子
000685,中山公用
000687,华讯方舟
000690,宝新能源
000695,滨海能源
000703,中信海直
000708,中信特钢
000709,河钢股份
000712,锦龙股份
000715,中兴商业
000717,神农科技
000718,苏宁环球
000719,大商股份
000723,美锦能源
000726,鲁泰A
000731,四川美丰
000735,罗牛山
000736,中交地产
000738,航发控制
000739,普洛药业
000748,长城信息
000750,国海证券
000751,锌业股份
000753,漳州发展
000755,山西三维
000756,新华制药
000757,浩物股份
000758,中色股份
002007,华兰生物
002008,大族激光
002010,传化智联
002011,盾安环境
002012,凯恩股份
002013,中航机电
002014,永新股份
002015,霞客环保
002016,世荣兆业
002017,东信和平
002019,亿帆医药
002020,京新药业
002021,中捷资源
002022,科华生物
002023,海特高新
002024,苏宁易购
002025,航天电器
002026,山东威达
002027,分众传媒
002028,思源电气
002029,七匹狼
002030,达安基因
002031,巨轮智能
002032,苏泊尔
002033,丽江股份
002034,旺能环境
002035,华帝股份
002036,联创电子
002037,保利联合
002038,双鹭药业
002039,黔源电力
002041,登海种业
002042,华孚时尚
002043,兔宝宝
002044,美年健康
002045,国光电器
002046,轴研科技
002047,宝鹰股份
002048,宁波华翔
002049,紫光国微
002050,三花智控
002051,中工国际
002052,广汇发展
002053,云南能投
002054,德美化工
002055,得润电子
002056,横店东磁
002057,中钢天源
002058,威尔泰
002059,云南旅游
002060,粤水电
002061,浙江交科
002062,宏润建设
002063,远光软件
002064,华峰氨纶
002065,东华软件
002066,瑞泰科技
002067,景兴纸业
002068,黑猫股份
002069,獐子岛
002070,众和退
002071,长城影视
002072,凯瑞德
002073,软控股份
002074,国轩高科
002075,沙钢股份
002076,雪莱特
002077,大港股份
002078,太阳纸业
002079,苏州固锝
002080,中材科技
002081,金螳螂
002082,万邦德
002083,孚日股份
002084,海鸥住工
002085,万丰奥威
002086,东方海洋
002087,新野纺织
002088,鲁阳节能
002089,新海宜
002090,金智科技
002091,江苏国泰
002092,中泰化学
002093,国脉科技
002094,青岛金王
002095,生益科技
002096,南岭民爆
002097,山河智能
002098,浔兴股份
002099,海翔药业
002100,天康生物
002101,广东鸿图
002102,冠福股份
002103,广博股份
002104,恒宝股份
002105,信隆健康
002106,莱宝高科
002107,沃华医药
002108,沧州明珠
002109,兴化股份
002110,华宏科技
002111,威海广泰
002112,天融信
002113,天润数娱
002114,罗平锌电
002115,三维通信
002116,中国海诚
002117,东港股份
002118,紫砂股份
002119,康强电子
002120,韵达股份
002121,科陆电子
002122,天马股份
002123,梦网科技
002124,天邦股份
002125,湘潭电化
002126,银轮股份
002127,南极电商
002128,露天煤业
002129,中环股份
002130,沃尔核材
002131,利欧股份
002132,恒星科技
002133,广宇集团
002134,天津普林
002135,东南网架
002136,安纳达
002137,实益达
002138,顺络电子
002139,拓邦股份
002140,东华科技
002141,万达信息
002142,宁波银行
002143,印纪传媒
002144,宏达高科
002145,中核钛白
002146,荣盛发展
002147,大晟文化
002148,北化股份
002149,西部材料
002150,通化金马
002151,北斗星通
002152,广电运通
002153,石基信息
002154,报喜鸟
002155,湖南黄金
002156,通富微电
002157,正邦科技
002158,汉钟精机
002159,三特索道
002160,常铝股份
002161,远望谷
002162,悦心健康
002163,中航光电
002164,宁波东力
002165,红宝丽
002166,莱茵生物
002167,东方锆业
002168,深圳惠程
002169,智光电气
002170,芭田股份
002171,精锻科技
002172,澳洋健康
002173,创新医疗
002174,游族网络
002175,东方网络
002176,江特电机
002177,御银股份
002178,延华智能
002179,中航重机
002180,纳思达
002181,粤传媒
002182,云海金属
002183,怡亚通
002184,海得控制
002185,华天科技
002186,全聚德
002187,广百股份
002188,中天金融
002189,利源精制
002190,成飞集成
002191,劲嘉股份
002192,融捷股份
002193,如意集团
002194,武汉凡谷
002195,二三四五
002196,方正电机
002197,证通电子
002198,嘉应制药
002199,东音股份
002200,云投生态
002201,九鼎新材
002202,金风科技
002203,海亮股份
002204,大连重工
002205,国统股份
002206,海利得
002207,准油股份
002208,合肥城建
002209,达意隆
002210,飞马国际
002211,宏达新材
002212,南洋股份
002213,特尔佳
002214,大立科技
002215,诺普信
002216,三全食品
002217,合力泰
002218,拓日新能
002219,如通股份
002220,天宝食品
002221,东华能源
002222,福晶科技
002223,鱼跃医疗
002224,三力士
002225,濮耐股份
002226,江南化工
002227,奥特迅
002228,合兴包装
002229,鸿博股份
002230,科大讯飞
002231,奥维通信
002232,启明信息
002233,塔牌集团
002234,民和股份
002235,安妮股份
002236,大华股份
002237,恒邦股份
002238,天威视讯
002239,金开新能
002240,晟楠科技
002241,歌尔股份
002242,九阳股份
002243,通产丽星
002244,滨江集团
002245,蔚蓝锂芯
002246,北化股份
002247,帝龙文化
002248,华东数控
002249,大洋电机
002250,联化科技
002251,步步高
002252,上海莱士
002253,大东南
002254,泰和新材
002255,海陆重工
002256,兆新股份
002257,立新能源
002258,利尔化学
002259,ST升达
002260,德奥通航
002261,拓维信息
002262,恩华药业
002263,大东南
002264,新华都
002265,西仪股份
002266,浙富控股
002267,陕天然气
002268,卫士通
002269,美邦服饰
002270,一心堂
002271,东方雨虹
002272,双塔食品
002273,水晶光电
002274,华昌化工
002275,桂林三金
002276,万马股份
002277,友阿股份
002278,高德红外
002279,久其软件
002280,联络互动
002281,光迅科技
002282,博深股份
002283,天润工业
002284,亚太股份
002285,世联行
002286,国贸股份
002287,奇正藏药
002288,超华科技
002289,宇顺电子
002290,禾盛新材
002291,星期六
002292,奥飞娱乐
002293,罗莱生活
002294,信立泰
002295,豪迈科技
002296,辉煌科技
002297,博云新材
002298,中电兴发
002299,圣农发展
002300,太阳电缆
002301,齐心集团
002302,西部建设
002303,美盈森
002304,洋河股份
002305,南国置业
002306,湘油泵
002307,维信诺
002308,威创股份
002309,中利集团
002310,东方园林
002311,海大集团
002312,三泰控股
002313,日海智能
002314,南山控股
002315,焦点科技
002316,键桥通讯
002317,众生药业
002318,久宜银海
002319,乐通股份
002320,海峡股份
002321,华英农业
002322,神州信息
002323,雅博股份
002324,普邦股份
002325,洪涛股份
002326,永太科技
002327,换电股份
002328,新朋股份
002329,宏大爆破
002330,格林精密
002331,皖通科技
002332,仙琚制药
002333,罗普斯金
002334,英威腾
002335,科陆电子
002336,人人乐
002337,赛象科技
002338,奥普光电
002339,积成电子
002340,格林美
002341,新纶科技
002342,巨力索具
002343,慈文传媒
002344,海宁皮城
002345,潮宏基
002346,柘中股份
002347,泰格医药
002348,高乐股份
002349,精华制药
002350,北京科锐
002351,漫步者
002352,顺丰控股
002353,杰瑞股份
002354,天神娱乐
002355,兴业矿业
002356,赫美集团
002357,富临运业
002358,森源电气
002359,齐星铁塔
002360,同德化工
002361,奇信股份
002362,汉王科技
002363,隆基机械
002364,中恒电气
002365,永安药业
002366,台海核电
002367,康力电梯
002368,太极股份
002369,卓翼科技
002370,亚太药业
002371,北方华创
002372,伟星新材
002373,千方科技
002374,丽鹏股份
002375,亚厦股份
002376,新北洋
002377,国创高新
002378,章源钨业
002379,北京利尔
002380,科远股份
002381,双箭股份
002382,蓝帆医疗
002383,合纵科技
002384,东山精密
002385,大北农
002386,天原股份
002387,维信诺
002388,新亚制程
002389,南洋科技
002390,信邦制药
002391,长青股份
002392,北京君正
002393,力生制药
002394,联众新能源
002395,长园集团
002396,星网锐捷
002397,梦洁股份
002398,建研集团
002399,海普瑞
002400,省广集团
002401,中海科技
002402,和而泰
002403,雅化集团
002404,嘉欣丝绸
002405,四维图新
002406,永东股份
002407,多氟多
002408,齐翔腾达
002409,雅克科技
002410,广联达
002411,延安必康
002412,易成新能
002413,雷科防务
002414,高德红外
002415,海康威视
002416,爱施德
002417,三元达
002418,康盛股份
002419,天虹股份
002420,毅昌股份
002421,达实智能
002422,科伦药业
002423,中原特钢
002424,贵州百灵
002425,凯撒文化
002426,胜利精密
002427,尤夫股份
002428,云南锗业
002429,兆驰股份
002430,杭氧股份
002431,棕榈股份
002432,九安医疗
002433,太安堂
002434,万里扬
002435,长江润发
002436,兴森科技
002437,誉衡药业
002438,江苏神通
002439,启明星辰
002440,闰土股份
002441,众业达
002442,龙星化工
002443,金洲管道
002444,巨星科技
002445,中南文化
002446,盛路通信
002447,晨鑫科技
002448,中原内配
002449,国星光电
002450,ST康美
002451,大连电瓷
002452,长高集团
002453,华软科技
002454,松芝股份
002455,百川股份
002456,欧菲光
002457,青龙管业
002458,益生股份
002459,晶澳科技
002460,赣锋锂业
002461,珠江啤酒
002462,嘉事堂
002463,沪电股份
002464,众应互联
002465,海格通信
002466,天齐锂业
002467,二六三
002468,艾迪精密
002469,四方股份
002470,金正大
002471,中超控股
002472,双环传动
002473,圣象集团
002474,榕基软件
002475,立讯精密
002476,宝胜股份
002477,雏鹰农牧
002478,常宝股份
002479,富春环保
002480,新界泵业
002481,双塔食品
002482,广田集团
002483,润邦股份
002484,江海股份
002485,希努尔
002486,雅化集团
002487,大金重工
002488,金固股份
002489,浙江医药
002490,山东墨龙
002491,通鼎互联
002492,恒基达鑫
002493,荣盛石化
002494,华斯股份
002495,佳隆股份
002496,辉丰股份
002497,雅化集团
002498,汉缆股份
002499,科林环保
002500,山西证券
600062,华润双鹤
600063,皖维高新
600064,南京高科
600065,北大资源
600066,宇通客车
600067,冠城大通
600068,葛洲坝
600069,银鸽投资
600070,浙江富润
600071,凤凰光学
600072,中船科技
600073,上海梅林
600074,退市刚泰
600075,新疆天业
600076,康欣新材
600077,宋都股份
600078,ST澄星
600079,人福医药
600080,金花股份
600081,东风科技
600082,海泰发展
600083,博信股份
600084,中葡股份
600085,同仁堂
600086,东方金钰
600087,中远海能
600088,中视传媒
600089,特变电工
600090,啤酒花
600091,退市刚泰
600092,ST信通
600093,易见股份
600094,宝胜股份
600095,湘财股份
600096,云天化
600097,开创国际
600098,广州发展
600099,众合科技
600100,同方股份
600101,明星电力
600102,莱钢股份
600103,青山纸业
600104,上汽集团
600105,永鼎股份
600106,重庆路桥
600107,美尔雅
600108,亚盛集团
600109,国金证券
600110,诺德股份
600111,北方稀土
600112,天成控股
600113,浙江东日
600114,东睦股份
600115,中国东航
600116,三峡水利
600117,西宁特钢
600118,中国卫星
600119,长江投资
600120,浙江东方
600121,郑州煤电
600122,宏图高科
600123,兰花科创
600124,江苏有线
600125,铁龙物流
600126,杭钢股份
600127,金健米业
600128,弘业股份
600129,太极集团
600130,ST信威
600131,国网英大
600132,重庆啤酒
600133,东湖高新
600134,市北高新
600135,乐凯胶片
600136,当代文体
600137,浪莎股份
600138,中青旅
600139,西部资源
600140,振华科技
600141,兴发集团
600142,沱牌舍得
600143,金发科技
600144,瑞泰科技
600145,退市维维
600146,商赢环球
600147,金雷股份
600148,长春一东
600149,廊坊发展
600150,中国船舶
600151,航天机电
600152,维科技术
600153,建发股份
600154,ST民控
600155,华创阳安
600156,华资实业
600157,永泰能源
600158,中体产业
600159,大龙地产
600160,巨化股份
600161,天坛生物
600162,香江控股
600163,中闽能源
600164,宁波精达
600165,宁科生物
600166,福田汽车
600167,联美控股
600168,武汉控股
600169,太原重工
600170,上海建工
600171,上海贝岭
600172,黄河旋风
600173,卧龙地产
600174,美克家居
600175,中国汽研
600176,中国巨石
600177,雅戈尔
600178,东安动力
600179,安通控股
600180,瑞茂通
